Order_ID,Customer_ID,Customer_Name,Age,Gender,City,State,Product_Category,Product_Name,Payment_Mode,Order_Date,Quantity,Unit_Price,Discount_Percent,Final_Amount,Delivery_Time_Days,Customer_Rating,Repeat_Customer
ORD01215,CUST894,Meera,44,Male,Surat,Gujarat,Home Decor,Wall Clock,Credit Card,2025-10-26,2,4687.84,20,7500.54,8,3.5,No
ORD01216,CUST445,Kavya,39,Female,Hyderabad,Telangana,Beauty,Body Lotion,Net Banking,2025-11-20,3,1632.52,5,4652.68,3,4.4,No
ORD01217,CUST221,Aditya,45,Female,Bangalore,Karnataka,Grocery,Tea Box,UPI,2025-03-11,3,1052.32,5,2999.11,4,4.6,Yes
ORD01218,CUST337,Aditya,33,Male,Ahmedabad,Gujarat,Electronics,Smart Watch,UPI,2025-06-16,3,1987.02,5,5663.01,6,3.8,No
ORD01219,CUST748,Meera,53,Male,Mumbai,Maharashtra,Fashion,Kurti,UPI,2025-05-26,3,1830.66,0,5491.98,6,3.5,No
ORD01220,CUST970,Krishna,45,Female,Jaipur,Rajasthan,Beauty,Body Lotion,Debit Card,2025-05-30,4,3013.88,25,9041.64,5,3.7,No
ORD01221,CUST477,Kabir,31,Male,Delhi,Delhi,Electronics,Smart Watch,Net Banking,2025-04-22,3,4259.62,25,9584.15,7,3.2,Yes
ORD01222,CUST760,Aarav,37,Male,Mumbai,Maharashtra,Fashion,Sneakers,UPI,2025-07-13,1,805.22,20,644.18,3,4.8,Yes
ORD01223,CUST574,Diya,19,Male,Mumbai,Maharashtra,Beauty,Lipstick,Debit Card,2025-07-26,4,1458.47,5,5542.19,3,4.6,Yes
ORD01224,CUST471,Riya,35,Female,Hyderabad,Telangana,Fashion,Sneakers,COD,2025-07-14,3,2503.38,10,6759.13,4,4.4,Yes
ORD01225,CUST564,Ira,53,Male,Ahmedabad,Gujarat,Grocery,Organic Honey,UPI,2025-07-20,1,2651.46,30,1856.02,8,3.3,Yes
ORD01226,CUST553,Reyansh,54,Male,Delhi,Delhi,Home Decor,LED Lamp,UPI,2025-06-16,4,1041.64,15,3541.58,7,3.2,Yes
ORD01227,CUST434,Aditya,37,Male,Delhi,Delhi,Fashion,Sneakers,Net Banking,2025-10-09,4,4430.48,0,17721.92,7,3.4,Yes
ORD01228,CUST653,Reyansh,38,Female,Pune,Maharashtra,Fashion,T-Shirt,Credit Card,2025-08-02,3,3570.86,5,10176.95,8,3.3,Yes
ORD01229,CUST120,Ananya,34,Female,Hyderabad,Telangana,Home Decor,Photo Frame,Net Banking,2025-09-13,2,974.5,15,1656.65,4,4.0,Yes
ORD01230,CUST156,Ananya,33,Female,Delhi,Delhi,Home Decor,Photo Frame,Net Banking,2025-09-12,1,1095.61,5,1040.83,5,3.6,Yes
ORD01231,CUST252,Aarav,24,Male,Pune,Maharashtra,Home Decor,Cushion Cover,Credit Card,2025-07-23,2,2980.98,20,4769.57,6,3.5,Yes
ORD01232,CUST802,Saanvi,51,Female,Pune,Maharashtra,Fashion,Kurti,Credit Card,2025-12-17,1,1472.5,20,1178.0,5,4.0,Yes
ORD01233,CUST917,Vivaan,30,Male,Surat,Gujarat,Beauty,Shampoo,Credit Card,2025-06-04,2,1335.62,20,2136.99,5,4.3,Yes
ORD01234,CUST315,Aditya,19,Male,Bangalore,Karnataka,Electronics,Power Bank,Net Banking,2025-03-27,1,2408.03,10,2167.23,8,3.5,No
ORD01235,CUST297,Vivaan,30,Male,Ahmedabad,Gujarat,Electronics,Power Bank,Net Banking,2025-08-01,2,2493.25,25,3739.88,8,3.4,No
ORD01236,CUST748,Arjun,27,Male,Mumbai,Maharashtra,Fashion,Handbag,COD,2025-03-22,1,3120.75,0,3120.75,3,4.4,Yes
ORD01237,CUST191,Vihaan,25,Female,Hyderabad,Telangana,Home Decor,Photo Frame,Debit Card,2025-02-23,2,455.82,20,729.31,8,3.4,Yes
ORD01238,CUST641,Saanvi,33,Male,Delhi,Delhi,Electronics,Bluetooth Speaker,Net Banking,2025-04-20,1,2342.16,25,1756.62,4,4.3,Yes
ORD01239,CUST283,Saanvi,37,Male,Jaipur,Rajasthan,Beauty,Lipstick,COD,2025-05-25,4,2024.36,5,7692.57,6,3.3,Yes
ORD01240,CUST243,Ananya,18,Female,Mumbai,Maharashtra,Electronics,Power Bank,COD,2025-03-18,1,3990.22,25,2992.66,5,4.1,No
ORD01241,CUST959,Aditya,18,Male,Bangalore,Karnataka,Fashion,Kurti,Net Banking,2025-11-02,2,3562.0,10,6411.6,4,4.4,No
ORD01242,CUST382,Reyansh,45,Female,Delhi,Delhi,Beauty,Body Lotion,Net Banking,2025-06-17,1,3925.54,5,3729.26,5,3.6,No
ORD01243,CUST897,Arjun,19,Male,Bangalore,Karnataka,Grocery,Organic Honey,Debit Card,2025-01-28,2,4261.44,10,7670.59,2,5.0,No
ORD01244,CUST713,Vivaan,46,Male,Mumbai,Maharashtra,Grocery,Organic Honey,Debit Card,2025-08-07,4,1306.87,15,4443.36,4,3.8,Yes
ORD01245,CUST209,Ananya,38,Female,Bangalore,Karnataka,Fashion,Sneakers,COD,2025-12-17,2,4327.05,20,6923.28,7,3.8,Yes
ORD01246,CUST515,Aditi,54,Female,Pune,Maharashtra,Grocery,Dry Fruits Pack,Credit Card,2025-08-05,2,480.51,0,961.02,6,3.6,No
ORD01247,CUST352,Ishaan,48,Male,Mumbai,Maharashtra,Grocery,Basmati Rice,COD,2025-05-09,3,1984.46,15,5060.37,8,2.9,No
ORD01248,CUST626,Vihaan,20,Male,Bangalore,Karnataka,Electronics,Bluetooth Speaker,UPI,2025-07-31,1,2862.72,30,2003.9,2,4.9,Yes
ORD01249,CUST628,Vivaan,52,Male,Mumbai,Maharashtra,Home Decor,Photo Frame,Net Banking,2025-02-19,3,3863.53,0,11590.59,5,3.7,No
ORD01250,CUST574,Aditya,30,Male,Hyderabad,Telangana,Electronics,Smart Watch,Debit Card,2025-08-20,1,4367.48,0,4367.48,4,4.4,Yes
ORD01251,CUST469,Kavya,35,Female,Pune,Maharashtra,Electronics,Wireless Earbuds,Credit Card,2025-04-13,2,1793.27,0,3586.54,8,3.5,No
ORD01252,CUST980,Kavya,40,Female,Delhi,Delhi,Electronics,Smart Watch,Debit Card,2025-12-27,1,282.66,15,240.26,3,4.3,No
ORD01253,CUST787,Reyansh,43,Male,Jaipur,Rajasthan,Home Decor,LED Lamp,Debit Card,2025-05-11,2,777.38,0,1554.76,4,4.0,No
ORD01254,CUST241,Aditi,19,Male,Bangalore,Karnataka,Home Decor,Wall Clock,UPI,2025-05-17,1,1894.52,0,1894.52,6,3.5,No
ORD01255,CUST169,Vihaan,21,Female,Bangalore,Karnataka,Home Decor,LED Lamp,Net Banking,2025-09-06,3,4831.39,25,10870.63,6,3.3,No
ORD01256,CUST886,Riya,22,Female,Mumbai,Maharashtra,Grocery,Dry Fruits Pack,Net Banking,2025-01-02,1,3794.31,10,3414.88,6,3.5,No
ORD01257,CUST927,Kabir,49,Female,Pune,Maharashtra,Electronics,Power Bank,Net Banking,2025-09-28,2,402.03,20,643.25,6,3.7,No
ORD01258,CUST491,Riya,36,Male,Pune,Maharashtra,Electronics,Smart Watch,Debit Card,2025-07-15,4,3032.52,25,9097.56,2,5.0,Yes
ORD01259,CUST354,Krishna,29,Female,Delhi,Delhi,Fashion,Handbag,Debit Card,2025-04-04,3,4771.22,15,12166.61,5,4.0,Yes
ORD01260,CUST370,Sai,45,Male,Jaipur,Rajasthan,Beauty,Face Serum,UPI,2025-04-20,4,4072.66,0,16290.64,7,3.7,No
ORD01261,CUST776,Aarav,34,Male,Ahmedabad,Gujarat,Beauty,Body Lotion,Net Banking,2025-02-12,2,706.32,15,1200.74,2,5.0,Yes
ORD01262,CUST848,Riya,50,Female,Surat,Gujarat,Beauty,Body Lotion,Net Banking,2025-01-16,2,4506.74,0,9013.48,5,4.3,Yes
ORD01263,CUST464,Kavya,50,Male,Bangalore,Karnataka,Grocery,Tea Box,Net Banking,2025-08-14,2,970.44,0,1940.88,5,4.3,No
ORD01264,CUST585,Ananya,48,Male,Hyderabad,Telangana,Electronics,Smart Watch,COD,2025-04-07,1,4095.98,10,3686.38,6,3.3,No
ORD01265,CUST623,Aditi,55,Female,Mumbai,Maharashtra,Grocery,Basmati Rice,COD,2025-11-04,1,3869.13,25,2901.85,2,5.0,No
ORD01266,CUST463,Krishna,25,Female,Delhi,Delhi,Home Decor,Photo Frame,UPI,2025-10-25,4,3389.0,0,13556.0,4,3.8,No
ORD01267,CUST599,Kabir,53,Male,Mumbai,Maharashtra,Grocery,Basmati Rice,Credit Card,2025-07-13,1,2571.91,20,2057.53,7,3.2,No
ORD01268,CUST818,Kabir,42,Female,Mumbai,Maharashtra,Home Decor,Photo Frame,Net Banking,2025-05-08,2,1604.68,0,3209.36,6,4.0,No
ORD01269,CUST256,Riya,39,Male,Bangalore,Karnataka,Electronics,Power Bank,Debit Card,2025-03-14,4,2655.16,5,10089.61,2,4.7,Yes
ORD01270,CUST687,Krishna,35,Female,Surat,Gujarat,Beauty,Lipstick,Net Banking,2025-12-23,4,1520.04,20,4864.13,3,4.1,Yes
ORD01271,CUST716,Aditya,45,Male,Ahmedabad,Gujarat,Home Decor,Wall Clock,Net Banking,2025-02-02,3,2095.9,5,5973.32,8,3.2,Yes
ORD01272,CUST777,Sai,31,Female,Jaipur,Rajasthan,Electronics,Smart Watch,UPI,2025-04-30,1,3014.19,30,2109.93,7,3.2,Yes
ORD01273,CUST428,Riya,50,Male,Hyderabad,Telangana,Home Decor,LED Lamp,Debit Card,2025-06-20,3,1094.59,5,3119.58,2,5.0,Yes
ORD01274,CUST539,Ananya,20,Male,Delhi,Delhi,Grocery,Tea Box,Credit Card,2025-05-21,3,2577.84,10,6960.17,2,4.8,Yes
ORD01275,CUST628,Arjun,34,Male,Bangalore,Karnataka,Home Decor,LED Lamp,Net Banking,2025-10-05,4,3825.91,15,13008.09,7,3.1,Yes
ORD01276,CUST968,Vihaan,32,Female,Bangalore,Karnataka,Home Decor,Wall Clock,Net Banking,2025-04-05,1,1502.19,15,1276.86,4,4.1,No
ORD01277,CUST662,Saanvi,37,Female,Bangalore,Karnataka,Grocery,Basmati Rice,Net Banking,2025-06-09,2,3553.63,20,5685.81,5,4.1,Yes
ORD01278,CUST238,Sai,21,Female,Surat,Gujarat,Grocery,Tea Box,Credit Card,2025-05-07,3,4056.18,0,12168.54,2,4.4,No
ORD01279,CUST332,Riya,53,Female,Ahmedabad,Gujarat,Grocery,Dry Fruits Pack,COD,2025-08-04,1,2476.51,15,2105.03,7,3.6,No
ORD01280,CUST157,Ira,49,Male,Pune,Maharashtra,Home Decor,Wall Clock,UPI,2025-01-13,1,2669.41,10,2402.47,4,4.1,No
ORD01281,CUST380,Riya,45,Female,Delhi,Delhi,Grocery,Tea Box,Debit Card,2025-07-30,2,424.4,15,721.48,5,4.1,Yes
ORD01282,CUST985,Diya,49,Female,Surat,Gujarat,Home Decor,Cushion Cover,Credit Card,2025-10-03,2,267.9,30,375.06,4,4.1,Yes
ORD01283,CUST535,Arjun,33,Female,Hyderabad,Telangana,Grocery,Tea Box,Credit Card,2025-07-27,2,1121.98,20,1795.17,8,3.3,No
ORD01284,CUST442,Diya,32,Male,Delhi,Delhi,Fashion,Handbag,UPI,2025-12-22,3,3561.87,0,10685.61,2,4.6,No
ORD01285,CUST538,Aditi,48,Female,Delhi,Delhi,Fashion,Kurti,Debit Card,2025-03-10,2,929.35,5,1765.76,8,3.4,No
ORD01286,CUST194,Diya,50,Female,Mumbai,Maharashtra,Home Decor,LED Lamp,Net Banking,2025-09-22,1,578.51,10,520.66,7,3.8,No
ORD01287,CUST606,Riya,26,Male,Ahmedabad,Gujarat,Electronics,Bluetooth Speaker,UPI,2025-03-30,1,2477.01,20,1981.61,5,3.9,No
ORD01288,CUST973,Sai,45,Male,Hyderabad,Telangana,Electronics,Power Bank,COD,2025-02-26,4,846.57,25,2539.71,5,4.2,Yes
ORD01289,CUST454,Ira,52,Male,Ahmedabad,Gujarat,Fashion,T-Shirt,Debit Card,2025-10-11,2,3729.0,15,6339.3,4,4.0,No
ORD01290,CUST869,Krishna,50,Female,Delhi,Delhi,Grocery,Tea Box,Credit Card,2025-07-05,2,1685.86,0,3371.72,7,3.5,No
ORD01291,CUST446,Arjun,30,Male,Ahmedabad,Gujarat,Electronics,Wireless Earbuds,UPI,2025-03-13,3,1665.41,10,4496.61,4,4.3,Yes
ORD01292,CUST186,Saanvi,46,Female,Delhi,Delhi,Home Decor,Cushion Cover,COD,2025-05-05,4,3473.43,20,11114.98,7,3.7,No
ORD01293,CUST801,Sai,22,Female,Delhi,Delhi,Home Decor,Wall Clock,Credit Card,2025-01-07,1,1118.82,30,783.17,6,3.7,Yes
ORD01294,CUST299,Vivaan,42,Male,Mumbai,Maharashtra,Beauty,Body Lotion,Credit Card,2025-10-07,2,4167.17,10,7500.91,4,4.4,Yes
ORD01295,CUST983,Vihaan,50,Male,Jaipur,Rajasthan,Beauty,Lipstick,Debit Card,2025-08-14,3,4268.3,10,11524.41,2,4.3,No
ORD01296,CUST786,Diya,34,Female,Jaipur,Rajasthan,Beauty,Face Serum,Debit Card,2025-01-28,4,1856.63,5,7055.19,4,4.0,Yes
ORD01297,CUST757,Ananya,33,Male,Surat,Gujarat,Electronics,Wireless Earbuds,COD,2025-10-02,2,2360.61,30,3304.85,6,3.4,No
ORD01298,CUST882,Vivaan,37,Female,Jaipur,Rajasthan,Beauty,Body Lotion,Debit Card,2025-10-24,4,4942.23,20,15815.14,6,3.9,Yes
ORD01299,CUST929,Aditya,52,Female,Hyderabad,Telangana,Electronics,Power Bank,Credit Card,2025-03-31,4,3467.91,10,12484.48,5,3.7,No
ORD01300,CUST205,Arjun,25,Female,Delhi,Delhi,Fashion,Sneakers,UPI,2025-07-20,4,980.12,5,3724.46,3,4.5,Yes
ORD01301,CUST115,Sai,32,Male,Pune,Maharashtra,Fashion,Kurti,UPI,2025-01-09,2,1004.36,0,2008.72,2,5.0,Yes
ORD01302,CUST711,Riya,48,Female,Bangalore,Karnataka,Home Decor,Photo Frame,UPI,2025-01-06,4,749.15,0,2996.6,6,4.0,Yes
ORD01303,CUST340,Riya,36,Female,Jaipur,Rajasthan,Fashion,T-Shirt,COD,2025-11-25,4,4023.93,10,14486.15,2,5.0,Yes
ORD01304,CUST241,Reyansh,38,Female,Ahmedabad,Gujarat,Home Decor,Cushion Cover,Debit Card,2025-10-29,4,3957.58,30,11081.22,8,3.2,No
ORD01305,CUST513,Sai,18,Female,Mumbai,Maharashtra,Electronics,Bluetooth Speaker,Credit Card,2025-06-18,2,3719.01,0,7438.02,5,4.2,No
ORD01306,CUST784,Ira,45,Female,Hyderabad,Telangana,Electronics,Power Bank,UPI,2025-02-07,1,4533.11,0,4533.11,5,3.9,Yes
ORD01307,CUST330,Kabir,18,Female,Bangalore,Karnataka,Grocery,Tea Box,Net Banking,2025-06-15,1,3602.0,25,2701.5,8,3.5,Yes
ORD01308,CUST675,Reyansh,45,Female,Bangalore,Karnataka,Beauty,Shampoo,Net Banking,2025-04-14,4,400.4,20,1281.28,2,4.6,No
ORD01309,CUST339,Riya,45,Male,Delhi,Delhi,Home Decor,Photo Frame,Debit Card,2025-09-28,2,2063.39,15,3507.76,8,2.8,No
ORD01310,CUST964,Aditya,54,Female,Mumbai,Maharashtra,Grocery,Dry Fruits Pack,Debit Card,2025-01-12,3,4052.68,15,10334.33,3,4.3,Yes
ORD01311,CUST565,Kavya,54,Male,Delhi,Delhi,Electronics,Bluetooth Speaker,Debit Card,2025-01-08,2,2270.74,25,3406.11,8,3.6,No
ORD01312,CUST443,Kavya,38,Male,Mumbai,Maharashtra,Beauty,Face Serum,Debit Card,2025-09-07,3,4684.72,0,14054.16,8,3.2,No
ORD01313,CUST198,Riya,53,Male,Jaipur,Rajasthan,Electronics,Smart Watch,Credit Card,2025-02-17,4,1623.63,20,5195.62,3,4.7,No
ORD01314,CUST701,Aditya,46,Male,Delhi,Delhi,Home Decor,Cushion Cover,Credit Card,2025-07-07,2,980.05,20,1568.08,5,3.8,No
ORD01315,CUST545,Kavya,26,Male,Delhi,Delhi,Electronics,Power Bank,Net Banking,2025-03-14,3,1988.67,30,4176.21,8,2.8,Yes
ORD01316,CUST324,Ananya,44,Female,Surat,Gujarat,Home Decor,LED Lamp,UPI,2025-08-24,1,4701.87,0,4701.87,2,4.8,Yes
ORD01317,CUST725,Ananya,35,Male,Pune,Maharashtra,Fashion,T-Shirt,UPI,2025-02-15,4,4960.02,20,15872.06,3,4.8,No
ORD01318,CUST655,Diya,18,Female,Delhi,Delhi,Fashion,T-Shirt,UPI,2025-01-31,4,1352.78,5,5140.56,5,3.6,No
ORD01319,CUST926,Vihaan,23,Female,Ahmedabad,Gujarat,Electronics,Bluetooth Speaker,COD,2025-08-07,3,4877.68,20,11706.43,3,4.7,Yes
ORD01320,CUST133,Saanvi,22,Female,Ahmedabad,Gujarat,Grocery,Organic Honey,Net Banking,2025-06-10,4,454.55,20,1454.56,3,4.2,Yes
ORD01321,CUST828,Ananya,36,Male,Ahmedabad,Gujarat,Home Decor,Cushion Cover,COD,2025-10-18,1,4409.83,20,3527.86,8,3.0,No
ORD01322,CUST583,Vihaan,44,Male,Bangalore,Karnataka,Beauty,Lipstick,Net Banking,2025-09-21,4,1853.15,20,5930.08,4,4.0,Yes
ORD01323,CUST136,Ishaan,39,Male,Hyderabad,Telangana,Fashion,T-Shirt,COD,2025-06-30,1,1222.44,30,855.71,7,3.7,No
ORD01324,CUST468,Saanvi,34,Male,Pune,Maharashtra,Fashion,Kurti,Credit Card,2025-03-19,4,4482.53,5,17033.61,8,3.4,No
ORD01325,CUST661,Krishna,34,Female,Ahmedabad,Gujarat,Home Decor,Cushion Cover,Net Banking,2025-09-15,4,385.81,15,1311.75,5,3.7,Yes
ORD01326,CUST405,Ira,26,Male,Jaipur,Rajasthan,Fashion,T-Shirt,Credit Card,2025-06-21,2,2035.6,30,2849.84,7,3.8,Yes
ORD01327,CUST181,Diya,43,Male,Hyderabad,Telangana,Home Decor,Cushion Cover,COD,2025-10-17,1,2087.67,15,1774.52,6,3.6,Yes
ORD01328,CUST744,Kabir,19,Male,Ahmedabad,Gujarat,Beauty,Face Serum,COD,2025-02-21,3,4530.1,10,12231.27,2,4.3,Yes
ORD01329,CUST924,Kabir,46,Female,Mumbai,Maharashtra,Home Decor,Photo Frame,UPI,2025-12-18,1,3083.93,25,2312.95,2,4.4,Yes
ORD01330,CUST374,Aditya,29,Male,Delhi,Delhi,Electronics,Wireless Earbuds,UPI,2025-12-08,3,4612.01,10,12452.43,8,3.5,Yes
ORD01331,CUST527,Vivaan,23,Female,Delhi,Delhi,Home Decor,Cushion Cover,UPI,2025-06-22,3,4384.23,0,13152.69,2,4.4,Yes
ORD01332,CUST389,Vivaan,49,Male,Delhi,Delhi,Grocery,Tea Box,Debit Card,2025-12-27,4,3240.84,20,10370.69,4,3.8,Yes
ORD01333,CUST128,Krishna,22,Male,Delhi,Delhi,Home Decor,LED Lamp,UPI,2025-07-21,3,3598.83,20,8637.19,7,3.3,No
ORD01334,CUST456,Arjun,20,Male,Pune,Maharashtra,Grocery,Dry Fruits Pack,Debit Card,2025-01-24,2,3511.14,20,5617.82,2,4.3,No
ORD01335,CUST731,Sai,52,Female,Mumbai,Maharashtra,Electronics,Power Bank,Credit Card,2025-05-05,1,4784.98,25,3588.73,4,4.5,No
ORD01336,CUST598,Aarav,19,Female,Surat,Gujarat,Fashion,Kurti,Net Banking,2025-08-08,3,2061.03,0,6183.09,2,4.6,Yes
ORD01337,CUST347,Aditi,50,Female,Mumbai,Maharashtra,Beauty,Body Lotion,COD,2025-04-22,4,2491.0,0,9964.0,8,3.4,Yes
ORD01338,CUST876,Sai,39,Female,Jaipur,Rajasthan,Grocery,Tea Box,UPI,2025-04-22,2,297.45,15,505.66,5,3.9,Yes
ORD01339,CUST500,Sai,36,Male,Surat,Gujarat,Electronics,Bluetooth Speaker,Debit Card,2025-10-03,4,1219.08,15,4144.87,4,4.0,No
ORD01340,CUST324,Krishna,37,Female,Delhi,Delhi,Beauty,Face Serum,UPI,2025-02-05,2,3374.16,20,5398.66,7,3.7,Yes
ORD01341,CUST752,Riya,53,Female,Ahmedabad,Gujarat,Beauty,Face Serum,Net Banking,2025-05-10,4,4225.87,0,16903.48,4,4.0,Yes
ORD01342,CUST731,Aarav,36,Female,Ahmedabad,Gujarat,Fashion,Kurti,Debit Card,2025-06-21,1,2042.33,15,1735.98,3,4.7,No
ORD01343,CUST419,Sai,43,Male,Surat,Gujarat,Beauty,Lipstick,COD,2025-05-04,1,1019.76,25,764.82,6,3.9,No
ORD01344,CUST573,Saanvi,19,Male,Delhi,Delhi,Electronics,Smart Watch,UPI,2025-08-16,4,1975.21,20,6320.67,3,4.1,Yes
ORD01345,CUST541,Sai,24,Male,Mumbai,Maharashtra,Grocery,Organic Honey,UPI,2025-06-30,2,3624.73,20,5799.57,2,4.4,Yes
ORD01346,CUST316,Riya,41,Female,Hyderabad,Telangana,Electronics,Power Bank,Net Banking,2025-10-09,1,2280.93,30,1596.65,2,4.7,Yes
ORD01347,CUST629,Vivaan,21,Female,Surat,Gujarat,Beauty,Body Lotion,COD,2025-09-03,4,1002.9,25,3008.7,2,4.6,Yes
ORD01348,CUST922,Kavya,35,Female,Mumbai,Maharashtra,Beauty,Body Lotion,Credit Card,2025-01-28,2,2639.9,20,4223.84,5,4.3,Yes
ORD01349,CUST401,Riya,26,Male,Delhi,Delhi,Fashion,Handbag,COD,2025-12-06,2,204.85,5,389.21,6,3.5,Yes
ORD01350,CUST234,Kavya,25,Male,Ahmedabad,Gujarat,Grocery,Dry Fruits Pack,Debit Card,2025-07-04,3,1536.97,10,4149.82,7,3.2,Yes
ORD01351,CUST831,Arjun,32,Male,Ahmedabad,Gujarat,Fashion,Kurti,COD,2025-08-13,2,372.36,5,707.48,2,4.5,No
ORD01352,CUST877,Arjun,50,Male,Surat,Gujarat,Fashion,Kurti,Debit Card,2025-06-21,2,1989.07,5,3779.23,2,5.0,Yes
ORD01353,CUST912,Krishna,46,Female,Bangalore,Karnataka,Grocery,Basmati Rice,Debit Card,2025-07-02,2,212.85,30,297.99,2,4.6,No
ORD01354,CUST712,Aditya,44,Male,Mumbai,Maharashtra,Beauty,Lipstick,Debit Card,2025-06-02,2,3884.94,25,5827.41,2,4.8,No
ORD01355,CUST859,Riya,35,Male,Ahmedabad,Gujarat,Fashion,Sneakers,Net Banking,2025-07-18,1,4730.74,0,4730.74,4,4.0,No
ORD01356,CUST157,Diya,43,Female,Delhi,Delhi,Fashion,Kurti,Debit Card,2025-07-21,2,4705.65,15,7999.6,5,3.6,No
ORD01357,CUST503,Diya,41,Male,Ahmedabad,Gujarat,Home Decor,Wall Clock,Credit Card,2025-10-25,4,4662.34,0,18649.36,6,3.7,No
ORD01358,CUST719,Reyansh,32,Female,Jaipur,Rajasthan,Grocery,Dry Fruits Pack,Credit Card,2025-01-05,4,4832.5,15,16430.5,3,4.6,No
ORD01359,CUST954,Vihaan,23,Female,Bangalore,Karnataka,Fashion,Handbag,COD,2025-05-11,2,820.48,5,1558.91,5,3.7,Yes
ORD01360,CUST970,Kavya,20,Female,Bangalore,Karnataka,Fashion,T-Shirt,Net Banking,2025-12-18,3,1478.46,5,4213.61,2,4.8,Yes
ORD01361,CUST684,Ira,34,Male,Bangalore,Karnataka,Fashion,Sneakers,COD,2025-10-14,3,4554.71,25,10248.1,2,4.8,No
ORD01362,CUST473,Riya,33,Male,Pune,Maharashtra,Fashion,T-Shirt,COD,2025-05-14,4,4874.72,5,18523.94,4,4.3,Yes
ORD01363,CUST611,Ira,19,Female,Ahmedabad,Gujarat,Fashion,Kurti,Credit Card,2025-07-09,1,3589.75,10,3230.78,8,3.3,No
ORD01364,CUST837,Ishaan,39,Male,Bangalore,Karnataka,Beauty,Shampoo,Credit Card,2025-05-03,4,1786.96,15,6075.66,5,4.0,No
ORD01365,CUST491,Aditya,45,Male,Surat,Gujarat,Beauty,Body Lotion,Credit Card,2025-03-06,3,2085.53,25,4692.44,6,3.9,Yes
ORD01366,CUST958,Kabir,50,Male,Delhi,Delhi,Grocery,Tea Box,Credit Card,2025-04-05,3,305.2,25,686.7,2,4.8,No
ORD01367,CUST973,Krishna,18,Female,Delhi,Delhi,Grocery,Tea Box,Credit Card,2025-03-11,4,2104.96,30,5893.89,5,3.7,Yes
ORD01368,CUST783,Ishaan,52,Male,Surat,Gujarat,Beauty,Face Serum,COD,2025-03-22,3,1070.64,0,3211.92,8,3.0,No
ORD01369,CUST522,Krishna,47,Male,Mumbai,Maharashtra,Grocery,Tea Box,UPI,2025-12-15,3,1223.76,30,2569.9,2,4.7,Yes
ORD01370,CUST245,Vihaan,23,Female,Ahmedabad,Gujarat,Beauty,Face Serum,Net Banking,2025-08-17,4,4711.7,30,13192.76,4,4.5,Yes
ORD01371,CUST280,Meera,50,Female,Jaipur,Rajasthan,Grocery,Organic Honey,Credit Card,2025-05-17,2,1940.19,25,2910.28,4,4.4,No
ORD01372,CUST935,Aarav,51,Female,Ahmedabad,Gujarat,Electronics,Wireless Earbuds,Credit Card,2025-03-17,2,3284.52,5,6240.59,8,3.3,Yes
ORD01373,CUST292,Reyansh,47,Male,Hyderabad,Telangana,Home Decor,Photo Frame,UPI,2025-05-23,2,2970.06,15,5049.1,7,3.3,Yes
ORD01374,CUST476,Ananya,51,Male,Ahmedabad,Gujarat,Grocery,Organic Honey,UPI,2025-01-13,4,4674.66,0,18698.64,2,5.0,Yes
ORD01375,CUST299,Vihaan,45,Male,Hyderabad,Telangana,Fashion,Sneakers,Net Banking,2025-06-04,1,1683.11,10,1514.8,5,4.1,Yes
ORD01376,CUST302,Ira,40,Female,Mumbai,Maharashtra,Fashion,Handbag,COD,2025-09-23,1,2572.01,5,2443.41,2,4.5,No
ORD01377,CUST730,Diya,31,Male,Delhi,Delhi,Electronics,Smart Watch,COD,2025-03-28,4,3962.65,10,14265.54,3,4.6,Yes
ORD01378,CUST810,Krishna,40,Male,Hyderabad,Telangana,Fashion,Sneakers,COD,2025-04-27,2,205.84,10,370.51,8,3.2,No
ORD01379,CUST570,Vivaan,50,Male,Bangalore,Karnataka,Electronics,Power Bank,Debit Card,2025-11-07,1,2452.8,0,2452.8,2,4.7,No
ORD01380,CUST259,Ira,24,Female,Mumbai,Maharashtra,Beauty,Lipstick,Net Banking,2025-04-24,2,2028.44,0,4056.88,2,4.7,Yes
ORD01381,CUST305,Ananya,46,Female,Mumbai,Maharashtra,Home Decor,Photo Frame,COD,2025-03-16,3,2762.84,10,7459.67,8,3.1,Yes
ORD01382,CUST872,Kabir,34,Male,Pune,Maharashtra,Fashion,Sneakers,Credit Card,2025-10-14,2,4613.28,20,7381.25,2,4.8,Yes
ORD01383,CUST445,Reyansh,41,Male,Delhi,Delhi,Fashion,T-Shirt,Debit Card,2025-05-05,4,473.37,5,1798.81,8,3.5,No
ORD01384,CUST207,Krishna,18,Female,Pune,Maharashtra,Electronics,Bluetooth Speaker,Credit Card,2025-04-28,1,1502.47,25,1126.85,8,3.2,No
ORD01385,CUST494,Sai,43,Male,Mumbai,Maharashtra,Beauty,Shampoo,Net Banking,2025-05-27,2,264.05,25,396.08,2,4.5,No
ORD01386,CUST587,Vivaan,41,Female,Pune,Maharashtra,Beauty,Body Lotion,Credit Card,2025-10-19,3,2052.36,10,5541.37,7,3.3,Yes
ORD01387,CUST679,Ananya,39,Female,Delhi,Delhi,Electronics,Power Bank,Credit Card,2025-01-09,1,2253.97,25,1690.48,4,3.9,Yes
